Order ID,Customer Name,Product,Category,Quantity,Unit Price,Total Amount,Order Date,City,Payment Method,Status
ORD-7480-91,Bob Wilson,Laptop,Computers,3.0,265.83,797.49,2023-05-04,Miami,CC,Delivered
ORD-1739-14,Walk-in,Tablet,Electronics,2.0,598.4,1196.8,2022-02-18,Miami,FL,CC
ORD-1890-26,John S.,iPad,ELECTRONICS,2.0,860.23,1720.46,2023-05-11,Hou,Google Pay,CANCEL
ORD-9880-98,Michael Brown,Mouse,Tech,3.0,664.63,1993.89,2022-11-25,Sea,Bank Transfer,pending
ORD-2453-74,R Wilson,Computer Monitor,ELECTRONICS,4.0,525.53,2102.12,2022-11-03,Ny,cash,Pending
ORD-8608-68,John Smith,Wireless Mouse,Accessories,3.0,271.94,815.82,2023-05-11,Ny,Bank Transfer,Delivered
ORD-6418-23,Michael Brown,Mouse,Gadgets,2.0,1208.15,2416.3,2022-11-03,Chi,cash,COMPLETE
ORD-6216-94,Guest,Lpt,Tech,3.0,205.8,617.4,2022-05-15,Chicago,Credit Card,Shipped
ORD-5181-61,J Smith,Wireless Mouse,Tech,2.0,749.6,1499.2,2023-05-11,Online,CC,Cancelled
ORD-1129-80,Emily Davis,Headphone,electronics,3.0,1559.36,4678.08,2023-05-11,Houston,TX,cash
ORD-5373-58,Bob Wilson,Keyboard,Mobile,5.0,1278.75,6393.75,2023-05-11,Hou,Bank Transfer,CANCEL
ORD-6274-78,Robert Wilson,Laptop,electronics,4.0,1396.03,5584.12,2022-10-02,Chi,Apple Pay,Delivered
ORD-4521-73,Walk-in,laptop,Tech,2.0,922.35,1844.7,2023-12-20,Online,PayPal,pending
ORD-3127-85,Unknown,Keyboard,Gadgets,1.0,457.8,457.8,2023-05-11,Miami,Apple Pay,Completed
ORD-4573-41,Robert Wilson,smart phone,Computers,4.0,1675.72,6702.88,2023-05-11,Chicago,Credit Card,Shipped
ORD-7891-21,Unknown,Computer Mouse,Accessories,5.0,195.79,978.95,2023-12-02,Sea,Apple Pay,Cancelled
ORD-3321-93,Unknown,Wireless Headphones,Mobile,4.0,1611.79,6447.16,2022-04-03,Chicago,Apple Pay,Pending
ORD-6056-18,J Smith,Computer Mouse,Electronics,2.0,1205.0,2410.0,2022-07-03,Chicago,IL,Debit Card
ORD-3490-74,Emily D.,Laptop,Electronics,4.0,1657.2,6628.8,2022-10-08,Chicago,IL,Credit Card
ORD-1235-43,JOHN SMITH,laptop,Mobile,1.0,1666.11,1666.11,2023-07-27,Chi,Cash,COMPLETE
ORD-4816-39,Unknown,smart phone,Accessories,1.0,1382.49,1382.49,2022-03-17,Online,CC,Completed
ORD-6417-13,Emily Davis,Smartphone,electronics,1.0,1673.35,1673.35,2023-01-14,Mia,CASH,Refunded
ORD-4682-53,Sarah J.,Mobile Phone,Mobile,1.0,1313.31,1313.31,2023-05-31,Chicago,Google Pay,Delivered
ORD-4029-94,Sarah Johnson,Cell Phone,Electronics,1.0,659.93,659.93,2022-07-22,Chi,CASH,Pending
ORD-2811-91,Mike Brown,Display,Gadgets,5.0,805.93,4029.65,2023-05-11,Chicago,CC,pending
ORD-2741-97,Guest,Laptop,Computers,1.0,634.35,634.35,2023-05-11,Seattle,CC,CANCEL
ORD-9515-63,S Johnson,Wireless Mouse,electronics,2.0,375.31,750.62,2023-06-22,Manhattan,CC,Completed
ORD-5792-13,Sarah Johnson,Headphones,Accessories,3.0,561.5,1684.5,2023-07-28,Online,PayPal,Pending
ORD-7401-34,Mike Brown,Mechanical Keyboard,Tech,1.0,1310.89,1310.89,2023-04-20,Miami,FL,Credit Card
ORD-4470-97,Bob Wilson,smart phone,Mobile,5.0,1391.88,6959.4,2022-10-14,Sea,PayPal,Delivered
ORD-2723-51,Mike Brown,Laptop Computer,ELECTRONICS,4.0,208.08,832.32,2023-06-23,Seattle,WA,Cash
ORD-3326-59,R Wilson,Display,electronics,3.0,278.44,835.32,2023-05-11,Seattle,WA,cash
ORD-9923-66,Bob Wilson,Laptop Computer,ELECTRONICS,4.0,1622.91,6491.64,2023-05-11,Houston,TX,Bank Transfer
ORD-1187-12,Guest,Earphones,Accessories,3.0,5.59,16.77,2023-05-11,Mia,PayPal,CANCEL
ORD-3147-10,Guest,Mechanical Keyboard,electronics,4.0,1300.64,5202.56,2023-05-11,Online,CASH,COMPLETE
ORD-5275-15,Sarah Johnson,Computer Monitor,Electronics,5.0,1.72,8.6,2022-03-07,Houston,Bank Transfer,Pending
ORD-7520-62,Sarah Johnson,Headphones,Accessories,1.0,475.87,475.87,2023-06-27,Seattle,Cash,Refunded
ORD-2939-33,Online Customer,Headphones,Tech,3.0,762.43,2287.29,2023-01-04,La,Google Pay,Unknown
ORD-2273-99,Emily Davis,Headphone,Electronics,1.0,139.74,139.74,2022-03-23,Miami,Bank Transfer,COMPLETE
ORD-2779-28,Walk-in,Laptop,Gadgets,1.0,256.53,256.53,2022-07-13,Chi,Apple Pay,Delivered
ORD-4609-63,Mike Brown,Keyboard,Accessories,5.0,394.67,1973.35,2022-06-01,Miami,Google Pay,pending
ORD-4219-11,M Brown,Lpt,Mobile,2.0,1896.99,3793.98,2023-06-26,Houston,TX,Credit Card
ORD-9418-10,John Smith,Cell Phone,Tech,2.0,1820.03,3640.06,2023-12-12,Seattle,WA,cash
ORD-3311-11,J Smith,Mouse,ELECTRONICS,4.0,1820.66,7282.64,2022-07-14,Miami,CASH,Pending
ORD-8175-92,Mike Brown,Headphones,electronics,4.0,1418.45,5673.8,2023-05-11,Nyc,Google Pay,COMPLETE
ORD-3451-24,Walk-in,Display,electronics,2.0,973.72,1947.44,2023-05-11,Nyc,CC,Shipped
ORD-6241-17,Robert Wilson,Mechanical Keyboard,Gadgets,5.0,1201.4,6007.0,2022-05-29,La,CC,Completed
ORD-1263-73,Sarah Johnson,Keyboard,Mobile,4.0,942.07,3768.28,2022-08-10,Seattle,Google Pay,Pending
ORD-6528-88,E Davis,Wireless Mouse,Tech,1.0,1894.86,1894.86,2022-05-14,Miami,FL,CASH
ORD-1327-30,Bob Wilson,Mobile Phone,Computers,4.0,956.62,3826.48,2022-04-03,Miami,cash,Cancelled
ORD-8354-85,R Wilson,Lpt,Computers,2.0,322.81,645.62,2023-01-02,Mia,Apple Pay,Completed
ORD-3108-95,John S.,LAPTOP,Accessories,3.0,1845.02,5535.06,2022-12-25,Chicago,Bank Transfer,Pending
ORD-1057-73,John S.,Mobile Phone,electronics,5.0,1004.96,5024.8,2022-01-16,Chi,Debit Card,Shipped
ORD-7358-45,Sarah Johnson,iPad,Electronics,5.0,513.62,2568.1,2023-05-11,Hou,cash,COMPLETE
ORD-1167-55,Online Customer,Mouse,Computers,2.0,987.29,1974.58,2023-06-26,Miami,Bank Transfer,COMPLETE
ORD-4038-49,Online Customer,Computer Mouse,Gadgets,2.0,658.19,1316.38,2023-12-10,Miami,FL,CC
ORD-1175-47,J Smith,Computer Monitor,ELECTRONICS,2.0,1592.8,3185.6,2023-02-07,Mia,Debit Card,Completed
ORD-7416-88,S Johnson,Mechanical Keyboard,ELECTRONICS,1.0,99.95,99.95,2022-09-27,Manhattan,CASH,Completed
ORD-1127-24,Emily Davis,Display,ELECTRONICS,1.0,344.37,344.37,2022-09-03,Miami,Credit Card,COMPLETE
ORD-6423-59,Customer,Laptop Computer,Computers,2.0,1865.69,3731.38,2022-06-16,Chicago,Google Pay,CANCEL
ORD-3562-92,Sarah J.,smart phone,Tech,5.0,530.03,2650.15,2022-08-06,Ny,Cash,Pending
ORD-3321-65,E Davis,Computer Monitor,Mobile,4.0,1937.38,7749.52,2022-03-08,Chicago,IL,Bank Transfer
ORD-8413-47,Robert Wilson,Computer Mouse,Electronics,5.0,1439.63,7198.15,2022-05-18,Nyc,cash,Unknown
ORD-4169-63,Bob Wilson,Monitor,Tech,1.0,971.82,971.82,2023-12-06,Hou,CC,Pending
ORD-1243-19,Sarah Johnson,Keyboard,Computers,5.0,548.3,2741.5,2023-01-01,Houston,Apple Pay,COMPLETE
ORD-7444-54,Sarah Johnson,Computer Monitor,Accessories,1.0,689.18,689.18,2023-05-11,Houston,CASH,Delivered
ORD-7300-20,J Smith,Wireless Mouse,Computers,1.0,1709.91,1709.91,2023-05-11,Miami,FL,CC
ORD-1542-21,Robert Wilson,Tablet Computer,Electronics,2.0,266.56,533.12,2023-07-18,Chicago,IL,Bank Transfer
ORD-5061-21,Unknown,LAPTOP,Gadgets,4.0,205.36,821.44,2023-08-26,Miami,FL,CASH
ORD-1669-48,JOHN SMITH,Mobile Phone,electronics,5.0,1496.09,7480.45,2022-01-08,Miami,CC,Unknown
ORD-5806-30,Michael Brown,Smartphone,Mobile,4.0,475.12,1900.48,2023-05-11,Seattle,WA,Apple Pay
ORD-6573-78,R Wilson,Display,Computers,3.0,692.37,2077.11,2023-09-09,Chicago,IL,Debit Card
ORD-5397-35,JOHN SMITH,Mobile Phone,Gadgets,5.0,744.14,3720.7,2023-03-05,Mia,PayPal,pending
ORD-9154-25,Emily D.,Monitor,Mobile,1.0,1462.5,1462.5,2023-12-03,Chicago,IL,Google Pay
ORD-5363-72,Emily Davis,Keyboard,ELECTRONICS,3.0,1863.96,5591.88,2022-11-10,Mia,cash,Unknown
ORD-4804-10,R Wilson,Computer Monitor,Electronics,5.0,271.11,1355.55,2022-07-14,La,Credit Card,Cancelled
ORD-1970-98,Emily Davis,Display,Accessories,1.0,754.44,754.44,2022-03-19,Ny,Apple Pay,pending
ORD-9535-21,Sarah J.,Earphones,ELECTRONICS,3.0,524.25,1572.75,2022-08-11,Houston,TX,cash
ORD-6027-83,John Smith,Display,Tech,4.0,491.55,1966.2,2023-07-23,Chicago,Debit Card,CANCEL
ORD-9349-87,Guest,Headphones,Accessories,5.0,1148.2,5741.0,2022-05-10,Chi,Bank Transfer,Unknown
ORD-4854-10,Robert Wilson,Monitor,Mobile,4.0,881.06,3524.24,2023-05-11,Chicago,Apple Pay,Cancelled
ORD-5066-73,Michael Brown,Mouse,electronics,1.0,1914.88,1914.88,2022-01-18,Hou,PayPal,Unknown
ORD-3963-87,M Brown,Tablet Computer,Computers,3.0,1464.69,4394.07,2022-03-05,Houston,CASH,Refunded
ORD-1494-33,E Davis,Tablet Computer,Accessories,4.0,292.73,1170.92,2022-10-10,Seattle,Google Pay,Completed
ORD-1581-29,John S.,Lpt,Electronics,3.0,1063.13,3189.39,2023-06-10,Seattle,WA,Apple Pay
ORD-7930-62,Emily Davis,smart phone,Mobile,4.0,155.03,620.12,2022-11-27,La,cash,Completed
ORD-1532-86,Robert Wilson,smart phone,Computers,1.0,1006.24,1006.24,2022-10-28,Nyc,Apple Pay,Completed
ORD-7041-76,Mike Brown,Display,ELECTRONICS,1.0,405.86,405.86,2022-08-19,Nyc,cash,Cancelled
ORD-6008-39,Emily Davis,Wireless Headphones,electronics,1.0,1277.38,1277.38,2023-12-17,Mia,Credit Card,Completed
ORD-4324-51,Unknown,Display,electronics,5.0,1890.73,9453.65,2022-09-30,Miami,Google Pay,Refunded
ORD-3760-42,Sarah Johnson,Laptop,Tech,4.0,1594.25,6377.0,2023-02-03,Manhattan,Google Pay,Unknown
ORD-3118-74,Mike Brown,Monitor,Mobile,4.0,392.06,1568.24,2023-05-11,Seattle,WA,Cash
ORD-8747-81,Walk-in,Display,Tech,4.0,186.68,746.72,2023-03-04,Seattle,CASH,Unknown
ORD-9956-56,Walk-in,Laptop Computer,electronics,5.0,1347.24,6736.2,2022-12-10,Houston,PayPal,Shipped
ORD-5621-47,John S.,Computer Monitor,Electronics,3.0,104.4,313.2,2023-05-11,Online,Credit Card,Unknown
ORD-7518-98,John S.,Mouse,Electronics,5.0,1106.78,5533.9,2023-08-29,Seattle,Debit Card,Refunded
ORD-2253-52,E Davis,Cell Phone,Tech,4.0,1768.42,7073.68,2023-03-20,Seattle,CASH,COMPLETE
ORD-3914-12,S Johnson,Computer Monitor,Accessories,5.0,1243.33,6216.65,2022-03-03,Chi,Apple Pay,Pending
ORD-2731-79,Robert Wilson,Mechanical Keyboard,Tech,4.0,1093.42,4373.68,2023-05-11,Ny,CASH,Delivered
ORD-2557-38,R Wilson,Mechanical Keyboard,Accessories,1.0,1116.68,1116.68,2023-05-11,Manhattan,Cash,Shipped
ORD-9462-36,John Smith,Mouse,ELECTRONICS,2.0,1056.81,2113.62,2023-03-29,Seattle,Bank Transfer,pending
ORD-8214-70,J Smith,LAPTOP,Accessories,3.0,1969.88,5909.64,2022-10-18,Manhattan,cash,Unknown
ORD-5325-14,J Smith,Display,Gadgets,3.0,1349.73,4049.19,2022-09-27,Seattle,CASH,Refunded
ORD-5563-34,John Smith,Earphones,Tech,5.0,1302.26,6511.3,2022-12-02,Chicago,Google Pay,Completed
ORD-5539-68,Guest,Laptop Computer,electronics,1.0,1133.44,1133.44,2023-05-18,Ny,Apple Pay,Shipped
ORD-6959-64,Mike Brown,Headphone,ELECTRONICS,4.0,1026.19,4104.76,2022-04-03,Ny,Bank Transfer,Refunded
ORD-8660-50,M Brown,Earphones,Accessories,4.0,1017.27,4069.08,2023-02-11,Seattle,Debit Card,Refunded
ORD-1754-25,Robert Wilson,LAPTOP,Tech,1.0,1118.47,1118.47,2023-11-18,Chicago,IL,PayPal
ORD-2013-71,JOHN SMITH,Display,Mobile,5.0,1957.65,9788.25,2022-09-12,Houston,TX,PayPal
ORD-8289-31,Emily D.,Computer Mouse,Gadgets,5.0,284.78,1423.9,2022-12-26,Sea,Bank Transfer,Completed
ORD-1305-59,Sarah J.,Computer Monitor,Tech,3.0,1952.48,5857.44,2022-06-12,Manhattan,Apple Pay,Shipped
ORD-5844-70,Customer,Computer Mouse,electronics,3.0,868.28,2604.84,2023-05-11,La,Debit Card,CANCEL
ORD-2993-89,Walk-in,Display,Mobile,2.0,654.92,1309.84,2023-04-02,Nyc,Debit Card,CANCEL
ORD-8326-99,John Smith,Computer Monitor,Gadgets,1.0,1582.37,1582.37,2022-04-23,Chicago,IL,CASH
ORD-3795-66,John S.,Mechanical Keyboard,Electronics,3.0,228.46,685.38,2022-06-29,Sea,cash,Delivered
ORD-4034-24,Walk-in,Laptop Computer,Electronics,2.0,1968.73,3937.46,2023-06-11,Sea,CC,Unknown
ORD-5324-57,JOHN SMITH,Cell Phone,Electronics,5.0,388.82,1944.1,2023-01-07,Seattle,cash,CANCEL
ORD-2909-97,E Davis,iPad,Mobile,1.0,1936.18,1936.18,2022-03-10,Hou,Google Pay,CANCEL
ORD-4747-46,Emily Davis,Lpt,Tech,3.0,405.65,1216.95,2023-05-11,Manhattan,CC,CANCEL
ORD-1897-80,Bob Wilson,Headphone,Electronics,4.0,1813.12,7252.48,2022-08-11,Houston,Bank Transfer,pending
ORD-8012-16,Michael Brown,Mouse,Electronics,3.0,0.96,2.88,2023-07-08,Online,Apple Pay,Completed
ORD-7682-13,Customer,Headphone,Mobile,4.0,1703.34,6813.36,2023-03-26,La,Debit Card,Unknown
ORD-4999-86,Walk-in,Cell Phone,Mobile,5.0,474.45,2372.25,2023-05-11,Chicago,Google Pay,pending
ORD-6844-21,Mike Brown,Headphone,Gadgets,1.0,63.42,63.42,2023-06-09,Seattle,WA,CC
ORD-9909-50,John S.,Mouse,Accessories,3.0,126.69,380.07,2022-01-21,Hou,CC,Cancelled
ORD-2334-23,Emily D.,Monitor,Gadgets,1.0,1717.75,1717.75,2023-11-30,Seattle,Google Pay,Delivered
ORD-7038-38,Customer,Earphones,electronics,4.0,536.67,2146.68,2023-05-11,Houston,Credit Card,pending
ORD-1962-93,Guest,Cell Phone,Gadgets,3.0,617.91,1853.73,2023-05-11,Seattle,WA,Bank Transfer
ORD-6340-63,Bob Wilson,Laptop,Gadgets,5.0,1020.9,5104.5,2023-05-28,Houston,TX,Cash
ORD-8285-69,JOHN SMITH,Laptop Computer,ELECTRONICS,4.0,1838.98,7355.92,2023-04-01,Chi,CASH,COMPLETE
ORD-6285-44,Bob Wilson,LAPTOP,Mobile,3.0,1798.24,5394.72,2023-08-22,Manhattan,CC,Pending
ORD-7685-36,Sarah J.,Computer Monitor,Tech,1.0,1938.25,1938.25,2022-09-05,Chicago,IL,Bank Transfer
ORD-4925-10,Michael Brown,Computer Monitor,Tech,4.0,372.31,1489.24,2022-10-16,Hou,Bank Transfer,Pending
ORD-9312-18,Guest,Headphones,Tech,2.0,1169.16,2338.32,2023-07-09,Hou,Bank Transfer,Pending
ORD-3052-31,Emily D.,iPad,Tech,2.0,1486.0,2972.0,2022-01-06,Mia,Bank Transfer,Pending
ORD-2350-90,R Wilson,Keyboard,ELECTRONICS,1.0,1723.92,1723.92,2023-06-07,Hou,CASH,Pending
ORD-5648-63,Sarah J.,Cell Phone,Gadgets,3.0,1082.81,3248.43,2023-11-10,Mia,Apple Pay,Completed
ORD-4116-92,Unknown,Keyboard,Tech,5.0,1541.03,7705.15,2023-01-20,Online,Debit Card,Shipped
ORD-1232-32,Sarah Johnson,Wireless Keyboard,Computers,3.0,1834.33,5502.99,2023-03-04,Chicago,IL,CASH
ORD-5757-27,John Smith,Computer Mouse,Tech,4.0,1045.91,4183.64,2023-04-27,Online,Apple Pay,Completed
ORD-7844-94,M Brown,Wireless Keyboard,electronics,5.0,415.22,2076.1,2023-05-07,Houston,Credit Card,pending
ORD-6477-97,JOHN SMITH,Mouse,ELECTRONICS,4.0,1755.92,7023.68,2022-11-26,La,Cash,Cancelled
ORD-9558-76,Unknown,Tablet,Electronics,3.0,561.04,1683.12,2023-05-11,Manhattan,CASH,Unknown
ORD-2541-47,Sarah Johnson,Mouse,Mobile,5.0,167.27,836.35,2022-05-06,Houston,TX,Cash
ORD-7603-87,Online Customer,Headphone,Accessories,5.0,706.42,3532.1,2023-10-05,Nyc,Cash,Cancelled
ORD-9904-91,J Smith,iPad,ELECTRONICS,931.0,574.7,535045.7,2023-10-30,Seattle,WA,Debit Card
ORD-9805-49,John Smith,Keyboard,ELECTRONICS,2.0,500.06,1000.12,2023-06-01,Houston,TX,cash
ORD-3096-48,Sarah J.,Wireless Keyboard,Tech,4.0,50.28,201.12,2023-05-11,Miami,Credit Card,Shipped
ORD-2615-57,John S.,Lpt,Gadgets,3.0,1357.84,4073.52,2023-05-11,Chicago,IL,Credit Card
ORD-2525-16,Customer,Wireless Mouse,Tech,5.0,1380.98,6904.9,2022-04-05,Miami,CASH,Shipped
ORD-3386-92,R Wilson,Laptop,Electronics,2.0,1425.8,2851.6,2022-07-15,Manhattan,cash,Refunded
ORD-1995-96,JOHN SMITH,Mouse,Gadgets,3.0,572.8,1718.4,2022-05-25,Hou,Bank Transfer,CANCEL
ORD-3129-31,Michael Brown,Computer Monitor,Mobile,5.0,844.57,4222.85,2023-05-11,Online,cash,CANCEL
ORD-2040-11,Walk-in,iPad,Gadgets,2.0,1748.53,3497.06,2023-06-01,Chicago,Bank Transfer,Cancelled
ORD-6982-52,Customer,Headphones,Mobile,3.0,1952.64,5857.92,2023-03-30,Manhattan,CASH,Refunded
ORD-8491-43,Customer,Lpt,ELECTRONICS,4.0,759.71,3038.84,2023-12-05,Houston,TX,Bank Transfer
ORD-3820-74,Michael Brown,LAPTOP,Accessories,5.0,1018.44,5092.2,2022-10-19,Chicago,Debit Card,pending
ORD-8696-78,Emily Davis,Wireless Headphones,ELECTRONICS,1.0,601.37,601.37,2022-12-09,Miami,FL,Debit Card
ORD-9849-90,R Wilson,laptop,ELECTRONICS,3.0,1130.74,3392.22,2023-05-11,Mia,Google Pay,pending
ORD-4321-94,Sarah Johnson,Tablet,Gadgets,4.0,330.11,1320.44,2022-04-11,Manhattan,Debit Card,pending
ORD-8693-90,John S.,Headphone,Mobile,2.0,264.55,529.1,2024-01-01,Manhattan,PayPal,Shipped
ORD-3855-44,Customer,Cell Phone,Tech,3.0,1821.36,5464.08,2023-03-09,Mia,Debit Card,Completed
ORD-5001-36,Emily D.,Mechanical Keyboard,Electronics,1.0,516.05,516.05,2023-05-11,Hou,CC,Completed
ORD-5311-97,Sarah J.,iPad,Electronics,4.0,444.38,1777.52,2022-03-05,Sea,Google Pay,Cancelled
ORD-8825-13,John Smith,Wireless Mouse,ELECTRONICS,5.0,646.74,3233.7,2023-05-11,Seattle,PayPal,Shipped
ORD-9142-30,Emily Davis,Monitor,Mobile,1.0,851.59,851.59,2022-02-13,La,Apple Pay,Cancelled
ORD-6909-58,E Davis,Wireless Mouse,ELECTRONICS,1.0,1423.21,1423.21,2022-07-05,Mia,PayPal,Unknown
ORD-5912-90,S Johnson,Wireless Keyboard,Computers,5.0,66.16,330.8,2023-01-11,Hou,PayPal,Shipped
ORD-1667-42,Online Customer,Wireless Mouse,electronics,5.0,1278.87,6394.35,2023-05-11,Manhattan,cash,Cancelled
ORD-8342-43,Michael Brown,Display,Gadgets,5.0,240.64,1203.2,2023-12-31,Miami,Bank Transfer,CANCEL
ORD-7928-37,J Smith,Smartphone,Accessories,4.0,858.36,3433.44,2023-05-11,Houston,Bank Transfer,COMPLETE
ORD-9400-36,Customer,Smartphone,electronics,2.0,1839.69,3679.38,2023-06-30,Mia,Cash,Refunded
ORD-9349-12,Sarah J.,Earphones,Computers,4.0,407.76,1631.04,2022-10-07,Miami,Google Pay,CANCEL
ORD-8310-18,Emily D.,Tablet Computer,Tech,4.0,1677.04,6708.16,2023-01-29,Chi,cash,Refunded
ORD-2427-35,Walk-in,smart phone,electronics,2.0,1334.63,2669.26,2022-02-23,Seattle,WA,Apple Pay
ORD-3428-96,Emily D.,Earphones,Electronics,5.0,357.77,1788.85,2022-10-20,Chicago,IL,Cash
ORD-8990-52,Guest,Monitor,Tech,5.0,1080.54,5402.7,2023-03-16,La,CC,CANCEL
ORD-6647-61,Sarah Johnson,Wireless Mouse,Tech,45.0,553.8,24921.0,2023-05-11,Seattle,Apple Pay,Completed
ORD-8277-10,Robert Wilson,Headphone,Tech,3.0,450.25,1350.75,2022-03-26,Houston,TX,Apple Pay
ORD-4883-24,Walk-in,Cell Phone,electronics,90.0,817.85,73606.5,2023-05-11,Hou,Cash,Unknown
ORD-3040-87,Emily D.,Wireless Headphones,Tech,2.0,1586.81,3173.62,2022-06-02,Miami,FL,CASH
ORD-2518-36,Emily D.,Wireless Headphones,Electronics,3.0,598.85,1796.55,2022-10-12,Chi,Google Pay,Refunded
ORD-3591-92,Mike Brown,Display,Tech,1.0,4.7,4.7,2022-04-11,Houston,TX,CASH
ORD-1008-45,Online Customer,iPad,Mobile,5.0,1017.66,5088.3,2023-01-14,Houston,TX,PayPal
ORD-3412-42,Mike Brown,Cell Phone,electronics,1.0,360.06,360.06,2023-05-11,Chicago,PayPal,COMPLETE
ORD-9094-44,Robert Wilson,Display,ELECTRONICS,5.0,885.5,4427.5,2022-08-16,Manhattan,Apple Pay,COMPLETE
ORD-6408-63,R Wilson,Smartphone,electronics,4.0,1330.75,5323.0,2022-02-10,Sea,Debit Card,pending
ORD-4515-41,Customer,Mechanical Keyboard,Gadgets,2.0,1590.26,3180.52,2023-04-18,Houston,TX,Apple Pay
ORD-1606-89,S Johnson,Smartphone,Gadgets,3.0,91.96,275.88,2023-10-29,Sea,CASH,Refunded
ORD-1474-33,Emily D.,Mouse,Gadgets,2.0,1046.3,2092.6,2022-01-05,Sea,Cash,CANCEL
ORD-8058-50,R Wilson,Monitor,Tech,4.0,1184.05,4736.2,2023-05-11,Houston,TX,CASH
ORD-2252-90,JOHN SMITH,Smartphone,Tech,2.0,1527.73,3055.46,2023-02-03,Nyc,Credit Card,Pending
ORD-2757-31,Sarah Johnson,Computer Mouse,Accessories,1.0,374.8,374.8,2023-05-31,Chi,Credit Card,CANCEL
ORD-7047-77,Michael Brown,Monitor,Tech,3.0,976.56,2929.68,2023-04-28,Houston,TX,Google Pay
ORD-7388-23,J Smith,Tablet,Gadgets,1.0,971.9,971.9,2023-05-11,Miami,FL,Bank Transfer
ORD-4821-34,Sarah J.,Mouse,Mobile,3.0,1808.45,5425.35,2023-11-08,Sea,Cash,pending
ORD-7743-25,Guest,Headphones,Electronics,2.0,522.88,1045.76,2023-05-11,Houston,TX,Debit Card
ORD-8240-94,John Smith,Cell Phone,Tech,2.0,1653.12,3306.24,2023-05-11,Nyc,CC,pending
ORD-1527-82,John Smith,iPad,Computers,2.0,275.99,551.98,2023-08-29,Mia,Bank Transfer,Shipped
ORD-4630-75,JOHN SMITH,Headphone,Gadgets,1.0,331.69,331.69,2023-05-11,Houston,Cash,Completed
ORD-5275-85,Customer,Laptop Computer,Computers,3.0,65.58,196.74,2023-10-11,Miami,CASH,Refunded
ORD-1963-85,Customer,smart phone,ELECTRONICS,1.0,848.53,848.53,2023-06-04,Mia,PayPal,pending
ORD-5498-17,Sarah Johnson,Monitor,Accessories,3.0,1922.05,5766.15,2022-02-27,Nyc,CC,Delivered
ORD-2360-41,Bob Wilson,Headphones,Computers,1.0,1608.67,1608.67,2022-06-13,Miami,Cash,Cancelled
ORD-5017-89,R Wilson,Keyboard,electronics,4.0,1936.93,7747.72,2022-07-22,Seattle,cash,CANCEL
ORD-7096-14,Robert Wilson,Laptop Computer,Gadgets,4.0,139.74,558.96,2022-10-16,Mia,Google Pay,Unknown
ORD-2003-99,John Smith,LAPTOP,electronics,1.0,1347.22,1347.22,2022-11-30,Chicago,Debit Card,Cancelled
ORD-5129-38,Online Customer,Laptop Computer,ELECTRONICS,3.0,1920.29,5760.87,2023-11-08,Online,PayPal,Delivered
ORD-8884-32,JOHN SMITH,Smartphone,ELECTRONICS,4.0,1735.38,6941.52,2023-10-20,Online,PayPal,Cancelled
ORD-3456-94,E Davis,iPad,ELECTRONICS,3.0,645.15,1935.45,2022-06-10,Houston,TX,PayPal
ORD-6106-46,Sarah J.,Computer Mouse,Mobile,5.0,953.37,4766.85,2022-08-16,Miami,FL,PayPal
ORD-6783-57,Customer,Earphones,Computers,3.0,1939.79,5819.37,2022-07-20,Houston,Google Pay,Refunded
ORD-7093-53,John Smith,Lpt,Computers,5.0,1533.66,7668.3,2023-05-11,Online,Apple Pay,Pending
ORD-3098-26,J Smith,LAPTOP,electronics,5.0,1707.52,8537.6,2023-10-08,Ny,Bank Transfer,CANCEL
ORD-1012-71,John Smith,Keyboard,ELECTRONICS,5.0,844.72,4223.6,2022-08-22,Mia,CC,Delivered
ORD-6439-83,Guest,LAPTOP,Tech,2.0,1074.7,2149.4,2023-05-11,La,Google Pay,Completed
ORD-8739-81,JOHN SMITH,Headphone,Electronics,1.0,4.56,4.56,2022-07-23,Ny,Credit Card,CANCEL
ORD-2324-35,Customer,Cell Phone,electronics,1.0,464.7,464.7,2023-06-15,Sea,PayPal,Pending
ORD-3372-40,Walk-in,Headphone,Tech,1.0,9.69,9.69,2023-05-19,Miami,FL,cash
ORD-4278-69,Sarah Johnson,Laptop Computer,Accessories,5.0,519.94,2599.7,2022-08-02,Ny,Debit Card,Refunded
ORD-8236-81,Emily D.,Laptop Computer,Gadgets,2.0,502.54,1005.08,2022-12-11,La,Apple Pay,Cancelled
ORD-3035-72,Sarah J.,Mobile Phone,Mobile,1.0,507.28,507.28,2023-09-24,Seattle,PayPal,Unknown
ORD-8076-76,John Smith,Wireless Mouse,Gadgets,4.0,1476.0,5904.0,2023-02-05,Chicago,IL,Debit Card
ORD-5592-72,Guest,Wireless Keyboard,ELECTRONICS,5.0,1397.01,6985.05,2023-04-13,Hou,cash,Cancelled
ORD-3622-70,E Davis,Mouse,Mobile,3.0,1112.31,3336.93,2022-07-12,Chi,CC,COMPLETE
ORD-9034-94,M Brown,Monitor,Computers,2.0,1495.2,2990.4,2023-06-19,Manhattan,Apple Pay,Cancelled
ORD-5398-34,S Johnson,laptop,electronics,1.0,1291.65,1291.65,2022-05-14,La,Cash,Refunded
ORD-1160-64,Sarah Johnson,Wireless Headphones,Tech,1.0,188.12,188.12,2023-02-07,Online,CASH,Completed
