Order ID,Customer Name,Product,Category,Quantity,Unit Price,Total Amount,Order Date,City,Payment Method,Status,Salesperson,Notes
ORD-5478-21,John Smith,Wireless Headphones,Accessories,5,1772.21,8861.05,11/3/2023,Houston, TX,PayPal,CANCEL,SP-288
ORD-1057-11,Johnson, Sarah,Earphones,electronics,1,1086.77,1086.77,22-12-2023,Los Angeles,CASH,Completed,SP-595
ORD-6687-21,John S.,Tablet,Computers,5,929.67,4648.35,22-01-2023,Los Angeles, CA,Apple Pay,CANCEL,SP-793
ORD-5478-21,John Smith,Wireless Headphones,Accessories,5,1772.21,8861.05,11/3/2023,Houston, TX,PayPal,CANCEL,SP-288
ORD-2391-55,Davis, Emily,iPad,electronics,5,280.38,1401.9,10/7/2023,Chicago,Credit Card,COMPLETE,
ORD-4745-52,Guest,Laptop Computer,Gadgets,3,747.62,2242.86,1/12/2022,NYC,PayPal,CANCEL,SP-526,discount applied
ORD-5051-52,Robert Wilson,Cell Phone,Accessories,1,1171.88,1171.88,8/15/2022,NYC,Bank Transfer,pending,SP-990,
ORD-4219-59,Walk-in,Wireless Mouse,ELECTRONICS,3,275.19,825.57,8/30/2023,Los Angeles,Debit Card,Delivered,SP-646,corporate client
ORD-4650-55,Robert Wilson,Laptop Computer,Tech,5,1147.78,5738.9,20-07-2022,CHI,Debit Card,pending,,discount applied
ORD-5098-44,Sarah Johnson,laptop,ELECTRONICS,3,1911.09,5733.27,12/13/2023,CHI,CC,Completed,SP-153,discount applied
ORD-7563-30,Brown, Mike,Keyboard,Electronics,4,621.43,2485.72,19/04/22,New York,Google Pay,Shipped,SP-374
ORD-4093-55,R Wilson,Tablet,Gadgets,4,791.95,3167.8,1/13/2023,Houston, TX,Bank Transfer,Completed,SP-832
ORD-2059-23,Mike Brown,Laptop Computer,Gadgets,5,646.82,3234.1,10/29/2023,LA,Credit Card,Shipped,SP-574,URGENT
ORD-7787-51,Online Customer,Tablet,Accessories,2,343.38,686.76,1/6/2023,N/A,Credit Card,Cancelled,SP-409,discount applied
ORD-6315-78,Guest,Monitor,Tech,1,1005.76,1005.76,8/11/2023,Chicago,Apple Pay,Cancelled,SP-908,
ORD-1916-61,Unknown,Wireless Keyboard,Accessories,4,205.63,822.52,6/24/2023,L.A.,Bank Transfer,Completed,SP-745,bulk order
ORD-9045-74,Unknown,laptop,Electronics,2,293.56,587.12,13-07-2022,Chicago,Apple Pay,Pending,SP-812,corporate client
ORD-7726-56,Bob Wilson,Headphone,Electronics,3,529.22,1587.66,5/8/2023,Chicago,Google Pay,Delivered,,URGENT
ORD-3458-58,Robert Wilson,Mechanical Keyboard,Accessories,5,1062.27,5311.35,1/18/2023,LA,Apple Pay,Pending,SP-407,
ORD-9255-77,Sarah J.,Computer Monitor,Computers,2,4.04,8.08,2-Apr,2023,CHI,PayPal,Refunded,SP-627
ORD-7124-98,Sarah Johnson,Keyboard,ELECTRONICS,3,1604.84,4814.52,17-Jan,2022,Miami,Credit Card,COMPLETE,SP-417
ORD-8973-36,Robert Wilson,Wireless Keyboard,Accessories,4,822.59,3290.36,7/9/2023,New York City,Apple Pay,CANCEL,SP-473,URGENT
ORD-1639-10,Sarah J.,Smartphone,Computers,2,840.23,1680.46,6/28/2022,Chicago, IL,CC,CANCEL,SP-272
ORD-5298-33,Emily Davis,Mobile Phone,Tech,4,1027,4108,16/06/23,New York,Google Pay,Shipped,SP-692,URGENT
,,,,,,,,,,,,
ORD-8586-73,Sarah Johnson,Computer Mouse,ELECTRONICS,5,1670.14,8350.7,13-May,2023,Houston,Apple Pay,Completed,SP-736
ORD-7025-68,John S.,Tablet,ELECTRONICS,5,1351.05,6755.25,7/20/2023,New York,cash,pending,SP-557,bulk order
ORD-2306-71,Robert Wilson,Keyboard,electronics,3,1172.78,3518.34,10/28/2022,Seattle, WA,Debit Card,Refunded,SP-609
ORD-6896-60,John Smith,Monitor,Electronics,3,287.05,861.15,11/3/2022,L.A.,Debit Card,Cancelled,SP-574,URGENT
ORD-6748-44,Johnson, Sarah,Headphone,Gadgets,1,831.17,831.17,2/8/2022,CHI,Apple Pay,Cancelled,
ORD-7717-94,Walk-in,laptop,Electronics,4,244.62,978.48,4/13/2022,LA,Credit Card,CANCEL,SP-845,corporate client
ORD-9221-79,Smith, John,smart phone,ELECTRONICS,3,1522.13,4566.39,6/6/2022,Online,CC,,SP-759
ORD-8207-23,Smith, John,Headphone,electronics,4,1800.64,7202.56,7-Aug,2022,Miami, FL,CC
ORD-2121-94,Mike Brown,Laptop,Tech,1,1582.72,1582.72,7/16/2023,Online,CC,COMPLETE,SP-821,bulk order
ORD-1425-16,Walk-in,Wireless Headphones,Electronics,5,653.29,3266.45,13-Jun,2023,Miami, FL,Google Pay,
ORD-8505-14,Bob Wilson,Tablet Computer,electronics,4,429.4,1717.6,5/2/2023,CHI,Apple Pay,Refunded,SP-937,discount applied
ORD-9145-83,Sarah J.,smart phone,Computers,4,676.95,2707.8,11-May,2022,Houston, TX,Credit Card,Refunded
ORD-4625-80,JOHN SMITH,Smartphone,Tech,1,443.17,443.17,9/7/2023,SEA,CASH,pending,SP-310,discount applied
ORD-6391-15,J Smith,laptop,Mobile,2,96.94,193.88,14/01/23,L.A.,Bank Transfer,Shipped,SP-880,
ORD-3024-16,Bob Wilson,iPad,Gadgets,2,844.49,1688.98,16/05/22,Seattle, WA,Cash,Delivered,SP-331
ORD-8017-29,Bob Wilson,Monitor,ELECTRONICS,5,534.66,2673.3,18-Jul,2023,New York,cash,Shipped,SP-803
ORD-5456-82,Online Customer,Display,Accessories,3,114.66,343.98,27-07-2022,Los Angeles,CASH,CANCEL,SP-118,
ORD-2100-67,Robert Wilson,Monitor,Computers,3,975.66,2926.98,28-12-2022,Houston,Apple Pay,COMPLETE,SP-867,discount applied
ORD-4932-42,M Brown,Tablet Computer,Accessories,4,171.31,685.24,29-07-2022,Chicago, IL,Credit Card,Completed,SP-408
ORD-8636-91,Emily Davis,laptop,Gadgets,5,1936.53,9682.65,15-08-2022,Manhattan,cash,Shipped,SP-276,bulk order
ORD-1918-62,Brown, Mike,iPad,Accessories,3,1218.18,3654.54,26/02/23,New York City,Google Pay,,SP-520
ORD-7962-66,Emily D.,Wireless Keyboard,Computers,2,1648.52,3297.04,3-Feb,2022,SEA,PayPal,Delivered,SP-541
ORD-3991-68,Bob Wilson,Headphones,Accessories,5,1949.73,9748.65,15-03-2023,LA,Credit Card,CANCEL,SP-639,URGENT
ORD-3278-66,Online Customer,Cell Phone,ELECTRONICS,1,323.83,323.83,25-Nov,2023,,PayPal,Shipped,SP-117
ORD-7150-57,E Davis,Smartphone,ELECTRONICS,2,0.84,1.68,10/6/2022,CHI,CC,Delivered,SP-318,corporate client
ORD-5583-39,Robert Wilson,Laptop Computer,Computers,1,533.34,533.34,23-Oct,2023,CHI,cash,pending,SP-388
ORD-2056-67,Online Customer,Computer Mouse,electronics,2,1082.97,2165.94,2/11/2022,New York City,Credit Card,Cancelled,SP-527,
ORD-4441-68,John S.,Tablet Computer,Electronics,5,1442.89,7214.45,11/5/2022,Miami,Cash,Pending,SP-278,bulk order
ORD-5224-78,Guest,Wireless Mouse,electronics,3,1928.73,5786.19,10/5/2022,SEA,Debit Card,Refunded,SP-888,corporate client
ORD-1316-97,J Smith,iPad,ELECTRONICS,4,904.28,3617.12,3/22/2022,New York,Debit Card,Delivered,,discount applied
ORD-1498-12,John S.,Keyboard,Electronics,1,53.17,53.17,11/14/2022,Online,Credit Card,pending,SP-364,corporate client
ORD-7711-68,Walk-in,Monitor,Gadgets,1,468.65,468.65,13-06-2022,Miami,Bank Transfer,,SP-783,
ORD-9355-53,Sarah J.,Mechanical Keyboard,ELECTRONICS,3,1926.24,5778.72,20/01/22,SEA,Apple Pay,pending,SP-726,URGENT
ORD-8671-72,Emily D.,iPad,Accessories,3,939.85,2819.55,10/2/2023,Miami, FL,Bank Transfer,Shipped,SP-243
ORD-3277-95,Robert Wilson,smart phone,ELECTRONICS,2,2.7,5.4,24-02-2022,Houston, TX,PayPal,COMPLETE,SP-591
ORD-8830-17,Mike Brown,Laptop,Computers,55,893.83,49160.65,6/13/2022,Houston,Credit Card,Completed,SP-553,bulk order
ORD-7247-59,Brown, Mike,LAPTOP,Gadgets,1,1239.64,1239.64,13-Jul,2022,Seattle, WA,Cash
ORD-9389-20,E Davis,Laptop Computer,Tech,3,1422.49,4267.47,1/31/2022,New York,Cash,Delivered,SP-656,discount applied
ORD-4488-93,Customer,Laptop,electronics,3,1949.58,5848.74,12-Mar,2023,Los Angeles, CA,CASH,Completed
ORD-9627-19,Smith, John,Laptop,ELECTRONICS,2,462.11,924.22,3/23/2023,L.A.,CC,Pending,
ORD-5109-94,Wilson, Robert,Headphones,Gadgets,4,470.17,1880.68,8/13/2023,CHI,CC,Completed,SP-925
ORD-3562-98,Mike Brown,Headphones,Computers,1,980.36,980.36,6/12/2023,N/A,CC,COMPLETE,SP-767,bulk order
ORD-2117-43,John Smith,Wireless Headphones,electronics,4,544.46,2177.84,30/07/23,Los Angeles, CA,cash,Shipped,SP-944
ORD-1056-96,Unknown,Tablet,Mobile,5,1272.1,6360.5,10/30/2022,MIA,Bank Transfer,Delivered,SP-645,corporate client
ORD-6666-42,R Wilson,Earphones,Accessories,4,1920.17,7680.68,7/17/2022,New York,Google Pay,CANCEL,SP-665,
ORD-9725-96,S Johnson,Headphone,Computers,1,1307.95,1307.95,12/2/2022,Chicago, IL,CASH,Refunded,SP-969
ORD-4457-68,Sarah J.,Display,Accessories,4,500.64,2002.56,8/8/2023,Los Angeles, CA,CC,COMPLETE,SP-288
ORD-5142-66,Sarah J.,Smartphone,electronics,1,1885.93,1885.93,12/28/2022,New York,Debit Card,Completed,SP-437,URGENT
ORD-8933-66,Smith, John,Tablet Computer,Mobile,2,674.22,1348.44,1/12/2023,LA,CASH,Delivered,SP-179
ORD-7755-38,John Smith, Jr.,smart phone,Computers,1,997.75,997.75,21-11-2023,L.A.,CASH,Delivered,SP-834
ORD-2829-49,Robert Wilson,Wireless Mouse,Electronics,2,730.16,1460.32,18/01/23,Online,CASH,COMPLETE,,discount applied
ORD-1809-76,Brown, Mike,Wireless Keyboard,Computers,4,625.72,2502.88,2/7/2022,Miami,Apple Pay,Refunded,SP-206
ORD-3053-57,John S.,Mobile Phone,Accessories,4,1625.78,6503.12,19/02/23,Miami,CC,,SP-633,
ORD-8145-19,Guest,Mobile Phone,electronics,3,358.61,1075.83,2/19/2023,Seattle, WA,CASH,Cancelled,SP-257
ORD-8463-54,S Johnson,Tablet,Computers,5,388.95,1944.75,4/27/2022,HOU,cash,,SP-104,bulk order
ORD-6515-39,Guest,Tablet,Electronics,1,55.3,55.3,18-Sep,2022,L.A.,Debit Card,Pending,SP-536
ORD-2067-75,JOHN SMITH,Lpt,Gadgets,4,1373.02,5492.08,3/6/2023,Manhattan,Debit Card,pending,SP-417,
ORD-4028-77,Michael Brown,Computer Monitor,electronics,4,1565.79,6263.16,10/8/2022,Seattle,cash,pending,SP-413,corporate client
ORD-4304-15;Guest;Computer Mouse;Computers;5;1814.85;9074.25;09/06/22;LA;Cash;Pending;SP-765;discount applied,,,,,,,,,,,,
ORD-4606-12,M Brown,iPad,Accessories,2,350.48,700.96,12/9/2022,Miami,Apple Pay,CANCEL,SP-290,bulk order
ORD-5323-37,Robert Wilson,Mobile Phone,electronics,4,1394.72,5578.88,4/28/2023,CHI,Bank Transfer,pending,,discount applied
ORD-2307-21,J Smith,Laptop,Accessories,3,1878.68,5636.04,2/2/2023,Los Angeles, CA,CC,,SP-870
ORD-6725-79,Johnson, Sarah,LAPTOP,Tech,3,110.73,332.19,7/9/2022,Online,Google Pay,Cancelled,SP-679
ORD-8555-34,Davis, Emily,Earphones,Tech,3,200.24,600.72,1/24/2023,Houston, TX,Debit Card,Shipped
ORD-2209-66,John Smith, Jr.,Tablet Computer,electronics,5,1376.03,6880.15,12/1/2022,Houston,PayPal,CANCEL,SP-154
ORD-2742-93,Davis, Emily,Tablet Computer,Accessories,2,410.12,820.24,17/05/22,Houston,Bank Transfer,Cancelled,SP-103
ORD-4720-98,J Smith,Laptop Computer,electronics,4,693,2772,10/3/2022,NY,CC,Delivered,SP-933,discount applied
ORD-6192-38,John S.,Keyboard,Computers,3,1378.77,4136.31,10/21/2023,New York,Apple Pay,Pending,SP-420,discount applied
ORD-5644-99,Emily D.,iPad,Gadgets,5,650.78,3253.9,12/15/2022,Seattle,PayPal,,SP-459,URGENT
ORD-1013-72,Michael Brown,Laptop,Computers,5,1738.89,8694.45,10/1/2022,Seattle, WA,CASH,CANCEL,SP-643
ORD-8438-53,Davis, Emily,smart phone,Gadgets,2,389.04,778.08,7/10/2023,Miami, FL,Debit Card,pending
ORD-2733-31,S Johnson,Lpt,Electronics,1,1370.16,1370.16,17/02/22,Miami, FL,PayPal,Refunded,
ORD-1269-98,Mike Brown,Mobile Phone,Accessories,5,245.14,1225.7,29-10-2022,SEA,PayPal,Refunded,SP-100,discount applied
ORD-7110-14,Emily D.,smart phone,ELECTRONICS,2,943.21,1886.42,8/7/2022,CHI,CASH,Cancelled,SP-936,corporate client
ORD-8612-76,S Johnson,Cell Phone,Mobile,5,1118.9,5594.5,11/25/2022,New York,Credit Card,pending,,corporate client
ORD-9849-80,John S., Jr.,Mechanical Keyboard,Computers,5,815.23,4076.15,6/9/2023,N/A,cash,Delivered,SP-796
ORD-3143-75,John S.,Wireless Keyboard,Gadgets,1,1458.9,1458.9,9/24/2023,Online,CASH,Shipped,SP-412,
ORD-9963-88,Unknown,Tablet Computer,Electronics,4,894.97,3579.88,10/11/2022,N/A,Debit Card,COMPLETE,,
ORD-2102-45,John S.,Computer Monitor,Mobile,4,1742.18,6968.72,9/9/2023,New York City,Apple Pay,Shipped,SP-928,bulk order
ORD-7348-82,E Davis,Mobile Phone,Gadgets,2,1259.81,2519.62,3/2/2022,LA,cash,pending,,bulk order
ORD-5169-53,Online Customer,Wireless Mouse,Computers,5,1557.68,7788.4,4/2/2022,L.A.,Bank Transfer,Shipped,,corporate client
ORD-3277-86,Wilson, Robert,Wireless Keyboard,electronics,4,1405.66,5622.64,28/11/23,MIA,cash,Pending,
ORD-9226-22,Michael Brown,Lpt,Tech,2,1340.98,2681.96,8/15/2022,L.A.,Credit Card,CANCEL,SP-303,discount applied
ORD-4711-25,Emily Davis,Computer Mouse,Mobile,3,287.7,863.1,3/25/2023,Chicago, IL,Apple Pay,Pending,SP-199
ORD-4462-95,E Davis,laptop,Electronics,2,1744.52,3489.04,19-May,2023,,Cash,pending,SP-331
ORD-5420-83,Online Customer,Laptop,Mobile,5,1993.06,9965.3,12/18/2023,New York,Bank Transfer,Completed,SP-933,
ORD-1447-14,John Smith,Wireless Mouse,Tech,1,65.5,65.5,12/11/2023,Online,Credit Card,Delivered,SP-559,
,,,,,,,,,,,,
ORD-4925-36,John Smith,LAPTOP,Accessories,5,1161.63,5808.15,1/4/2022,Miami, FL,Apple Pay,Refunded,SP-474
ORD-6278-35,Johnson, Sarah,Monitor,Computers,3,639.95,1919.85,21-Jan,2023,,CC,Shipped
ORD-6365-69,Sarah J.,Headphone,Gadgets,4,1169.89,4679.56,5/11/2023,NYC,Credit Card,,,corporate client
ORD-4451-97,John Smith,Mobile Phone,Mobile,5,1233.75,6168.75,3/18/2022,NYC,Apple Pay,Refunded,SP-556,corporate client
ORD-7656-38,Customer,Wireless Keyboard,Gadgets,2,6.51,13.02,11-Sep,2022,Miami, FL,CASH,
ORD-3152-74,E Davis,Headphones,Electronics,3,321.65,964.95,6/29/2022,L.A.,PayPal,Refunded,SP-267,bulk order
ORD-6365-69,Sarah J.,Headphone,Gadgets,4,1169.89,4679.56,5/11/2023,NYC,Credit Card,,,corporate client
ORD-1761-80,Smith, John,Mouse,Mobile,974,644.24,627489.76,31/05/22,Houston,Google Pay,Cancelled,SP-578
ORD-9926-24,John Smith,Wireless Headphones,Gadgets,5,103.74,518.7,6/3/2023,Miami, FL,CC,CANCEL,SP-887
ORD-7085-29,Customer,Wireless Keyboard,Computers,5,1188.94,5944.7,8/30/2022,L.A.,CASH,Cancelled,SP-147,corporate client
ORD-4436-96,Davis, Emily, Jr.,Keyboard,Tech,3,1029.71,3089.13,9/8/2022,Miami, FL,CASH
ORD-9548-50,Online Customer,Mouse,Accessories,5,1577.05,7885.25,6/29/2022,NY,PayPal,Pending,SP-976,corporate client
ORD-1758-47,E Davis,Headphone,Computers,2,1213.8,2427.6,1/31/2022,Chicago,Debit Card,Pending,SP-532,corporate client
ORD-9612-94,R Wilson,Laptop,Accessories,5,1471.69,7358.45,4/7/2022,NY,Cash,Pending,SP-959,corporate client
ORD-2176-68,Mike Brown,LAPTOP,Computers,3,1812.39,5437.17,16-03-2022,Chicago,CC,pending,SP-636,discount applied
ORD-5127-21,Wilson, Robert,Monitor,Tech,4,1659,6636,7/29/2022,HOU,Cash,CANCEL,SP-848
ORD-2285-43,John S.,Mobile Phone,Electronics,5,722.73,3613.65,2023-02-30,Houston,Google Pay,CANCEL,SP-600,bulk order
ORD-2314-17,Emily D.,Tablet,electronics,4,958.07,3832.28,6-Aug,2022,NY,Cash,,SP-281
ORD-1975-93,Sarah Johnson,Laptop,Accessories,3,1192.37,3577.11,1/20/2023,Los Angeles, CA,Apple Pay,CANCEL,SP-960
ORD-3095-33,E Davis,Laptop,Computers,3,343.21,1029.63,3/20/2023,Los Angeles,Credit Card,,,corporate client
ORD-4582-90,Mike Brown,Laptop Computer,Tech,3,1313.98,3941.94,3/25/2022,NYC,Bank Transfer,Refunded,SP-472,corporate client
ORD-2906-71,J Smith,Monitor,Mobile,2,1193.48,2386.96,6/8/2023,New York City,Apple Pay,Shipped,SP-520,URGENT
ORD-7374-11,Online Customer,Headphones,Gadgets,2,1145.05,2290.1,1/15/2022,Manhattan,Debit Card,CANCEL,,discount applied
ORD-7165-91,John S.,Cell Phone,Electronics,5,745.19,3725.95,10/13/2023,New York,PayPal,Refunded,SP-716,discount applied
ORD-5722-85,Brown, Mike,Laptop,ELECTRONICS,3,1050.22,3150.66,6/24/2023,Miami,Cash,Cancelled,SP-331
ORD-1846-31,Johnson, Sarah,laptop,Electronics,5,234.8,1174,1/28/2022,Miami, FL,Bank Transfer,CANCEL
ORD-9492-63,Emily D.,Mechanical Keyboard,electronics,5,638.87,3194.35,7/9/2022,Miami,Cash,Pending,SP-864,bulk order
ORD-9259-56,Robert Wilson,Laptop Computer,Accessories,1,1650.37,1650.37,7/3/2023,New York City,PayPal,COMPLETE,SP-831,corporate client
ORD-5843-80,Emily D.,Wireless Keyboard,electronics,5,1643.79,8218.95,4/5/2022,NYC,Google Pay,Completed,,corporate client
ORD-2906-71,J Smith,Monitor,Mobile,2,1193.48,2386.96,6/8/2023,New York City,Apple Pay,Shipped,SP-520,URGENT
ORD-3513-85,Sarah Johnson,Mechanical Keyboard,ELECTRONICS,5,174.03,870.15,10/9/2023,Chicago,cash,Refunded,SP-961,URGENT
ORD-7318-53,Michael Brown,Mouse,Gadgets,2,1246.31,2492.62,20/06/22,Seattle,Credit Card,COMPLETE,SP-940,bulk order
ORD-6615-36,JOHN SMITH,laptop,Gadgets,4,274.52,1098.08,4/22/2022,Los Angeles,CC,Pending,SP-424,URGENT
ORD-9588-36,Sarah J.,Computer Monitor,Mobile,1,1130.71,1130.71,26-Sep,2022,Manhattan,Apple Pay,Cancelled,
ORD-8852-51,Michael Brown,Smartphone,Electronics,4,53.78,215.12,22-06-2023,NY,Debit Card,Cancelled,SP-885,URGENT
ORD-6946-81,JOHN SMITH,Tablet,Mobile,2,819.3,1638.6,7/14/2023,Los Angeles,Bank Transfer,CANCEL,SP-496,bulk order
ORD-2691-13,S Johnson,Laptop,Accessories,1,957.66,957.66,1/25/2022,Miami,PayPal,Cancelled,SP-168,corporate client
ORD-7697-56,S Johnson,Mechanical Keyboard,Tech,2,495.6,991.2,4/12/2023,NY,Bank Transfer,CANCEL,SP-136,corporate client
ORD-3345-44,Michael Brown,Mobile Phone,electronics,2,1235.87,2471.74,10/18/2022,New York City,Cash,CANCEL,SP-613,
ORD-3297-85,E Davis,iPad,ELECTRONICS,5,1656.15,8280.75,20-Feb,2023,Seattle,Apple Pay,,SP-151
ORD-2319-32,Robert Wilson,Keyboard,Electronics,3,1062.66,3187.98,2023-02-30,Seattle,Cash,Pending,SP-395,discount applied
ORD-3860-44,E Davis,Computer Monitor,Gadgets,3,877.19,2631.57,2/3/2023,CHI,Google Pay,Delivered,SP-870,
ORD-4252-63,Michael Brown,Tablet Computer,electronics,5,1942.67,9713.35,10/1/2023,Online,Credit Card,pending,SP-806,URGENT
ORD-1707-75,E Davis,Tablet Computer,Tech,183,881.37,161290.71,2/10/2023,Los Angeles,Cash,Cancelled,SP-673,corporate client
ORD-1207-18,Smith, John,Monitor,Computers,3,399.43,1198.29,2-Mar,2023,LA,Cash,CANCEL
ORD-4315-42,JOHN SMITH,Laptop,Mobile,3,1493.5,4480.5,7/8/2023,Miami,cash,COMPLETE,SP-733,discount applied
ORD-6218-21,J Smith,Computer Mouse,electronics,3,1954.5,5863.5,4/12/2023,Miami,CC,Pending,SP-691,discount applied
ORD-2645-28,Customer,laptop,Computers,2,1751.1,3502.2,7/11/2023,CHI,Apple Pay,Pending,SP-952,bulk order
ORD-8146-29,Emily D.,Mechanical Keyboard,Gadgets,2,946.52,1893.04,3/6/2022,HOU,Google Pay,Delivered,SP-652,
ORD-7047-45,S Johnson,Laptop Computer,Tech,5,1115.66,5578.3,5-Mar,2022,Los Angeles,CC,Refunded,SP-530
ORD-2504-27,Brown, Mike,iPad,Tech,5,1115.32,5576.6,4/5/2023,L.A.,Google Pay,pending,SP-434
,,,,2,,,5/22/2022,,,,,
ORD-3523-69,Emily Davis,Cell Phone,Accessories,1,1379.9,1379.9,9/24/2023,CHI,CASH,pending,SP-527,discount applied
ORD-5260-80,John Smith,Mechanical Keyboard,Mobile,5,1187.3,5936.5,5/18/2022,L.A.,CASH,Pending,SP-970,discount applied
ORD-1201-22,Michael Brown,Computer Monitor,Gadgets,3,1253.38,3760.14,10/13/2023,CHI,Cash,Cancelled,SP-493,discount applied
ORD-7267-22,John Smith,Mechanical Keyboard,Mobile,1,740.28,740.28,2/10/2022,Houston,Credit Card,Refunded,SP-743,discount applied
ORD-6433-88,Mike Brown,smart phone,Tech,1,392.51,392.51,19-01-2023,Manhattan,Cash,CANCEL,SP-546,discount applied
ORD-6129-81,J Smith,smart phone,Accessories,1,1835.51,1835.51,6/27/2022,Miami, FL,CC,,SP-479
ORD-2362-56,John Smith,Cell Phone,Accessories,2,1322.41,2644.82,8-Jun,2022,Manhattan,PayPal,Shipped,SP-734
ORD-4839-56,Davis, Emily,Laptop Computer,Mobile,2,101.46,202.92,2/25/2022,CHI,CC,pending,SP-276
ORD-6912-92,Emily Davis,Headphones,Gadgets,2,357.26,714.52,7/5/2022,NY,cash,pending,SP-560,bulk order
ORD-9971-20,Wilson, Robert,Computer Mouse,Mobile,5,66.92,334.6,21-01-2023,Chicago,Apple Pay,pending,SP-968
ORD-6789-28,John Smith,Laptop,Accessories,2,135.8,271.6,7/20/2022,CHI,cash,Cancelled,SP-865,discount applied
ORD-5601-18,M Brown,Wireless Headphones,Computers,1,1238.81,1238.81,4/6/2022,N/A,Google Pay,,,
ORD-9559-62,Walk-in,laptop,Computers,2,883.4,1766.8,23-Jun,2023,Los Angeles, CA,cash,
ORD-8606-27,Emily Davis,Computer Mouse,Tech,5,1429.21,7146.05,3/14/2023,,Apple Pay,CANCEL,,
ORD-1216-18,Bob Wilson,Display,ELECTRONICS,2,1624.22,3248.44,12/13/2022,Chicago,Bank Transfer,Delivered,SP-493,
ORD-8595-93,Davis, Emily,Wireless Headphones,Accessories,1,1392.86,1392.86,13/10/22,Chicago, IL,Cash,Cancelled
ORD-4002-78,Customer,Mobile Phone,Computers,4,1764.07,7056.28,14-08-2022,Seattle,Google Pay,COMPLETE,SP-615,discount applied
ORD-3972-31,S Johnson, Jr.,smart phone,electronics,4,1341.33,5365.32,3/19/2023,Houston, TX,cash,Delivered
ORD-3672-12,Online Customer,Earphones,electronics,2,1221.09,2442.18,13-Mar,2023,CHI,cash,pending,SP-638
ORD-1157-82,Sarah J.,Tablet,Electronics,5,1995.12,9975.6,8/20/2023,SEA,Debit Card,COMPLETE,SP-623,URGENT
ORD-3903-85,Bob Wilson,Mouse,Electronics,4,1421.82,5687.28,1/10/2022,NY,Apple Pay,Delivered,SP-725,corporate client
ORD-9461-10,JOHN SMITH,Tablet Computer,Tech,5,143.44,717.2,9/5/2022,Chicago,Bank Transfer,pending,SP-161,discount applied
ORD-9508-56,Emily D.,Tablet,Electronics,1,224.61,224.61,3/4/2023,SEA,Google Pay,Delivered,,
ORD-7661-69,John S.,Laptop Computer,Tech,1,867.53,867.53,22-Nov,2023,SEA,CC,CANCEL,SP-216
ORD-6336-20,Unknown,Wireless Keyboard,ELECTRONICS,3,380.54,1141.62,6/24/2022,Online,Bank Transfer,CANCEL,SP-913,URGENT
ORD-7861-77,Walk-in,Mechanical Keyboard,Gadgets,1,1130.9,1130.9,5-Nov,2023,,Cash,Shipped,
ORD-5740-70,Customer,Computer Mouse,ELECTRONICS,4,1820.73,7282.92,2023-02-30,Houston, TX,Cash,CANCEL,SP-773
ORD-8540-72,Guest,Mouse,ELECTRONICS,5,1464.24,7321.2,6/20/2022,Seattle, WA,cash,Refunded,SP-890
ORD-5856-75,Wilson, Robert,Mobile Phone,Mobile,1,1914.9,1914.9,2/7/2023,New York,Apple Pay,Completed,SP-288
ORD-3934-65,Guest,Lpt,ELECTRONICS,5,526.79,2633.95,4/6/2022,Online,CASH,COMPLETE,SP-311,bulk order
ORD-7856-50,M Brown,smart phone,Gadgets,4,1150.52,4602.08,4/25/2022,Online,Credit Card,Pending,SP-185,discount applied
ORD-4885-75,Johnson, Sarah,laptop,electronics,1,418.84,418.84,9/25/2023,SEA,Google Pay,Cancelled,SP-827
ORD-9639-60,Customer,Computer Mouse,electronics,5,102.39,511.95,31-Oct,2022,Miami, FL,Credit Card,Shipped
ORD-5377-56,J Smith,Earphones,ELECTRONICS,3,1046.53,3139.59,2/5/2022,CHI,Credit Card,Pending,SP-899,corporate client
ORD-1925-46,Unknown,Computer Monitor,Mobile,5,890.71,4453.55,19-Jan,2022,L.A.,Google Pay,Refunded,SP-453
ORD-9575-37,Emily Davis,Tablet,Tech,3,1123.64,3370.92,12/8/2022,Los Angeles,Bank Transfer,Refunded,SP-974,
ORD-8546-36,Sarah Johnson,Headphone,Electronics,1,1861.88,1861.88,3/9/2022,New York City,Cash,CANCEL,SP-221,URGENT
ORD-7913-60,Smith, John,Earphones,Gadgets,3,108.72,326.16,7/7/2023,,Debit Card,Pending,SP-558
ORD-6973-28,Mike Brown,Mobile Phone,Accessories,2,79.92,159.84,2/5/2022,Manhattan,Google Pay,Refunded,SP-260,discount applied
ORD-2157-62,John Smith,Laptop Computer,Computers,1,1157.23,1157.23,9/21/2022,NYC,cash,Shipped,SP-679,URGENT
ORD-8988-86,Smith, John,Smartphone,Gadgets,5,355.11,1775.55,7/18/2022,Chicago, IL,Bank Transfer,pending
ORD-5275-86,Michael Brown,Cell Phone,Electronics,1,1205.18,1205.18,9/30/2022,HOU,Cash,Cancelled,SP-306,corporate client
ORD-9325-18,Walk-in,Wireless Headphones,Tech,1,158.98,158.98,15/01/22,Online,cash,COMPLETE,SP-454,URGENT
ORD-1715-60,Emily Davis,smart phone,electronics,4,1680.41,6721.64,5/4/2023,Los Angeles, CA,cash,Cancelled,
ORD-6484-64,JOHN SMITH,Keyboard,Electronics,2,1186.46,2372.92,8/11/2023,HOU,Bank Transfer,Cancelled,SP-385,discount applied
